url,postal_code,municipality,property_id,price,cadastral_income,vat,state_of_the_property,currently_leased,build_year,availability,number_of_bedrooms,livable_surface,furnished,garage,number_of_garages,number_of_bathrooms,number_of_toilets,type_of_heating,elevator,orientation_of_the_front_facade,number_of_facades,garden,terrace,total_land_surface,gas,running_water,specific_primary_energy_consumption,epc_peb_reference,validity_date_epc_peb,certification_electrical_installation,preemption_right,urbanism_affectation,flooding_area_type,demarcated_flooding_area
https://immovlan.be/en/detail/residence/for-sale/1780/wemmel/rbu64397,1780,wemmel,RBU64397,695 000 €,2 088 €,No,Excellent,No,1956,On contract,3,175 m²,No,Yes,1,1,2,Gas,No,West,4,Yes,Yes,522 m²,,,306 kWh/m²/year,2738696,,"yes, certificate in accordance",Yes,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/6200/chatelet/vbd48274,6200,chatelet,VBD48274,350 000 €,1 011 €,No,Normal,,1979,On contract,2,230 m²,No,Yes,3,1,2,Fuel oil,,North,4,Yes,Yes,926 m²,,Yes,340 kWh/m²/year,,22/10/2025,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5590/ciney/vbd48273,5590,ciney,VBD48273,249 000 €,716 €,No,To be renovated,No,1966,,3,101 m²,No,Yes,1,1,1,Fuel oil,No,North-east,3,Yes,Yes,592 m²,,Yes,421 kWh/m²/year,20254027005104,27/10/2035,Not applicable,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6200/chatelineau/vbd48278,6200,chatelineau,VBD48278,210 000 €,674 €,No,Normal,,,,4,192 m²,,,,1,1,Gas,,North-west,3,Yes,Yes,277 m²,Yes,Yes,370 kWh/m²/year,,04/11/2029,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8720/wakken/rbu64398,8720,wakken,RBU64398,445 000 €,748 €,No,Normal,No,,On contract,3,299 m²,No,Yes,1,1,,Gas,No,West,,No,No,339 m²,,,297 kWh/m²/year,20250910-0003683035-RES-1,,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5530/yvoir/vbd48280,5530,yvoir,VBD48280,299 000 €,661 €,No,Normal,No,1969,Immediately,3,162 m²,No,Yes,2,1,2,Fuel oil,No,,4,Yes,Yes,2089 m²,,Yes,319 kWh/m²/year,,13/10/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5380/fernelmont/vbd48277,5380,fernelmont,VBD48277,595 000 €,,No,,No,2015,On contract,5,255 m²,No,Yes,4,2,2,Fuel oil,No,South-west,4,Yes,Yes,1224 m²,,Yes,135 kWh/m²/year,20170508003980,08/05/2027,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/8000/brugge/rbu64402,8000,brugge,RBU64402,459 000 €,,No,,No,,,3,,,Yes,1,1,2,,,,,No,Yes,,,,196 kWh/m²/year,20240306-0003167041-RES-1,,No certificate,,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9220/hamme/rbu64400,9220,hamme,RBU64400,485 000 €,1 160 €,No,Normal,No,1930,On contract,5,331 m²,No,,,2,3,,No,East,2,Yes,Yes,130 m²,,,359 kWh/m²/year,20240702-0003213725-RES-1,16/05/2034,"No, certificate does not comply",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/3071/erps-kwerps/rbu64405,3071,erps-kwerps,RBU64405,530 000 €,,No,To be renovated,No,1957,On contract,5,260 m²,No,Yes,1,1,2,Gas,,,4,Yes,Yes,369 m²,Yes,Yes,574 kWh/m²/year,,22/10/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2030/antwerp/rbu64404,2030,antwerp,RBU64404,299 900 €,,No,Normal,,,,2,,,Yes,,1,,,,,3,Yes,Yes,178 m²,,Yes,348 kWh/m²/year,,,,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9620/zottegem/rbu64407,9620,zottegem,RBU64407,325 000 €,,No,To be renovated,No,,On contract,3,122 m²,No,Yes,,1,1,Electricity,No,South-east,,Yes,Yes,,,Yes,1120 kWh/m²/year,20250109-0003501217-RES-1,,Not applicable,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4040/herstal/vbd48291,4040,herstal,VBD48291,249 000 €,1 648 €,No,Normal,No,,On contract,5,305 m²,No,,,2,4,Gas,No,South-east,2,Yes,Yes,254 m²,,Yes,335 kWh/m²/year,,09/05/2028,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/1460/ittre/vbd48285,1460,ittre,VBD48285,1 150 000 €,1 933 €,No,Excellent,,2013,,4,260 m²,No,Yes,3,1,2,,No,,4,Yes,Yes,24080 m²,,,236 kWh/m²/year,,24/02/2035,No certificate,,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1170/watermaal-bosvoorde/vbd48095,1170,watermaal-bosvoorde,VBD48095,699 000 €,1 819 €,No,Excellent,Yes,1965,,3,158 m²,No,Yes,,2,,Gas,,,3,Yes,Yes,336 m²,Yes,Yes,319 kWh/m²/year,,17/10/2034,"yes, certificate in accordance",,,,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/1160/oudergem/vbd48096,1160,oudergem,VBD48096,400 000 €,1 524 €,No,Normal,No,1915,On contract,3,192 m²,No,,,1,,Not specified,,,2,No,No,95 m²,Yes,Yes,686 kWh/m²/year,,,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/villa/for-sale/5620/florennes/vbd48098,5620,florennes,VBD48098,270 000 €,449 €,No,To be renovated,No,,Immediately,2,165 m²,No,Yes,,1,1,Wood,No,,,Yes,Yes,,No,Yes,589 kWh/m²/year,20160914000602,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd48101,1300,wavre,VBD48101,489 000 €,,,New,No,,On contract,3,170 m²,No,,,1,1,Hot air,No,East,3,Yes,Yes,1288 m²,Yes,Yes,35 kWh/m²/year,,12/01/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1300/wavre/vbd48104,1300,wavre,VBD48104,489 000 €,,,New,No,,On contract,3,170 m²,No,Yes,,1,1,Hot air,No,East,3,Yes,Yes,1288 m²,Yes,Yes,35 kWh/m²/year,,12/01/2035,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1310/la-hulpe/vbd48105,1310,la-hulpe,VBD48105,695 000 €,,No,To be renovated,,1968,On contract,7,302 m²,No,Yes,2,3,3,,No,,4,Yes,Yes,1280 m²,,Yes,400 kWh/m²/year,,29/05/2035,"No, certificate does not comply",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1340/ottignies-louvain-la-neuve/vbd48106,1340,ottignies-louvain-la-neuve,VBD48106,675 000 €,3 267 €,No,To renovate,,1978,On contract,4,260 m²,No,Yes,,2,2,Fuel oil,No,North-east,4,Yes,Yes,1714 m²,,,224 kWh/m²/year,,15/01/2030,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/5541/hastiere-par-dela/vbd48108,5541,hastiere-par-dela,VBD48108,99 000 €,365 €,No,To be renovated,No,,Immediately,2,65 m²,No,,,1,1,,No,,,Yes,Yes,,No,Yes,345 kWh/m²/year,20251010018735,,No certificate,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1000/brussels/vbd48120,1000,brussels,VBD48120,525 000 €,1 €,No,Excellent,,1930,On contract,2,82 m²,Yes,,,1,,Gas,No,,2,Yes,Yes,105 m²,Yes,,180 kWh/m²/year,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1050/elsene/vbd48119,1050,elsene,VBD48119,525 000 €,1 €,No,Excellent,,1930,On contract,2,82 m²,Yes,,,1,,Gas,No,,2,Yes,Yes,105 m²,Yes,,180 kWh/m²/year,,,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/9470/denderleeuw/rbu64367,9470,denderleeuw,RBU64367,495 000 €,991 €,,New,,1962,,3,200 m²,No,Yes,1,1,2,,,,3,Yes,Yes,150 m²,Yes,Yes,134 kWh/m²/year,,28/06/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2060/antwerp/rbu64369,2060,antwerp,RBU64369,315 000 €,,No,,No,1870,Immediately,2,103 m²,,,,1,1,Gas,No,,2,No,Yes,40 m²,,,184 kWh/m²/year,20220418-0002585829-RES-1,,,Yes,"Residential area of cultural, historical value",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1750/lennik/rbu64372,1750,lennik,RBU64372,310 000 €,,No,,No,1965,On contract,3,168 m²,,Yes,1,6,2,Not specified,No,East,2,Yes,Yes,257 m²,,,280 kWh/m²/year,20251013-0003708769-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1790/affligem/rbu64373,1790,affligem,RBU64373,295 000 €,,No,,No,1956,,2,115 m²,,,,1,2,Not specified,No,,2,No,Yes,190 m²,,,362 kWh/m²/year,202500817-0003665729-RES-1,,,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/4130/tilff/vbd48154,4130,tilff,VBD48154,270 000 €,,No,,No,,,2,76 m²,,Yes,1,,,Fuel oil,,South,4,Yes,No,748 m²,,,521 kWh/m²/year,20250911019730,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4030/grivegnee/vbd48150,4030,grivegnee,VBD48150,148 500 €,,No,,No,,,3,139 m²,,,,1,,Gas,,North-east,2,Yes,Yes,140 m²,,,251 kWh/m²/year,20221227016910,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1490/court-saint-etienne/vbd48177,1490,court-saint-etienne,VBD48177,425 000 €,,,New,,,On contract,4,145 m²,No,,,2,,,No,,4,Yes,Yes,614 m²,,,,,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/4102/ougree/vbd48179,4102,ougree,VBD48179,160 000 €,624 €,No,,No,,On contract,6,,,,,,,,,,,Yes,No,,,,399 kWh/m²/year,20251029020119,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/5660/frasnes/vbd48182,5660,frasnes,VBD48182,125 000 €,374 €,No,Normal,No,,Negotiable,4,,,,,,,,,,,Yes,No,168 m²,,,507 kWh/m²/year,20250821018293,,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1180/ukkel/vbd48193,1180,ukkel,VBD48193,599 000 €,,No,Fully renovated,No,,Immediately,3,212 m²,No,Yes,1,2,,Gas,No,North-west,2,Yes,Yes,297 m²,Yes,Yes,168 kWh/m²/year,,26/08/2035,"yes, certificate in accordance",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3980/tessenderlo/rbu64411,3980,tessenderlo,RBU64411,175 000 €,,No,,No,,,3,,,Yes,1,1,1,,,,3,No,Yes,,,,,,,No certificate,,Area info not available,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2570/duffel/rbu64409,2570,duffel,RBU64409,598 000 €,1 311 €,No,,No,,,4,264 m²,No,,,2,2,Gas,No,,,Yes,Yes,305 m²,Yes,Yes,77 kWh/m²/year,12009-G-OMV_2019002405/EP06281/A001/D01/SD001,11/09/2030,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3560/lummen/rbu64413,3560,lummen,RBU64413,250 000 €,,No,To be renovated,No,1963,,3,137 m²,,,,,,Fuel oil,,,4,Yes,No,771 m²,,,697 kWh/m²/year,20251020-0003713588-RES-1,20/10/2035,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/7300/boussu/vbd48304,7300,boussu,VBD48304,280 000 €,1 236 €,No,Normal,,1900,On contract,1,308 m²,No,,,1,2,Gas,No,,2,No,Yes,350 m²,Yes,Yes,234 kWh/m²/year,,05/09/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/6280/gerpinnes/vbd48308,6280,gerpinnes,VBD48308,349 000 €,,,,No,2025,,3,170 m²,No,,,2,2,Hot air,No,,4,Yes,Yes,270 m²,,Yes,,,,"yes, certificate in accordance",,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2235/westmeerbeek/rbu64424,2235,westmeerbeek,RBU64424,320 000 €,626 €,No,Normal,No,1958,On contract,3,192 m²,No,,,1,1,Gas,No,West,4,Yes,Yes,1015 m²,Yes,Yes,394 kWh/m²/year,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbu64412,8500,kortrijk,RBU64412,545 000 €,1 058 €,No,Excellent,,1956,,3,249 m²,,Yes,1,2,2,Gas,,,2,Yes,Yes,260 m²,Yes,Yes,190 kWh/m²/year,,28/10/2035,"No, certificate does not comply",No,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3111/wezemaal/rbu64427,3111,wezemaal,RBU64427,350 000 €,1 549 €,No,,,1987,,3,,,Yes,,2,,Fuel oil,,,3,Yes,Yes,,,Yes,244 kWh/m²/year,,25/09/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/2221/booischot/rbu64428,2221,booischot,RBU64428,335 000 €,616 €,No,,No,1957,,2,157 m²,,Yes,1,1,2,Fuel oil,,,4,Yes,No,900 m²,,Yes,993 kWh/m²/year,20250626-0003635110-RES-1,,"No, certificate does not comply",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/7301/hornu/vbd48310,7301,hornu,VBD48310,180 000 €,575 €,No,To renovate,,,On contract,4,148 m²,,,,1,1,Gas,,,2,Yes,Yes,210 m²,Yes,Yes,286 kWh/m²/year,,03/11/2035,,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1500/halle/vbd48319,1500,halle,VBD48319,299 000 €,,No,To renovate,,1950,On contract,4,132 m²,No,,,1,1,Gas,No,,3,Yes,Yes,679 m²,Yes,Yes,837 kWh/m²/year,,30/04/2025,"No, certificate does not comply",,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/3000/leuven/rbu64426,3000,leuven,RBU64426,745 000 €,983 €,No,,No,1900,,3,151 m²,,,,1,,Gas,,,,Yes,Yes,270 m²,Yes,Yes,99 kWh/m²/year,,,"yes, certificate in accordance",,"Residential zone (residential, urban)",(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/2200/herentals/rbu64443,2200,herentals,RBU64443,449 000 €,906 €,No,Normal,No,1935,Negotiable,4,208 m²,No,Yes,1,1,2,Gas,No,North-east,2,Yes,Yes,260 m²,Yes,Yes,82 kWh/m²/year,20251014-0003708104-RES-1,14/10/2035,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/mixed-building/for-sale/3111/wezemaal/rbu64429,3111,wezemaal,RBU64429,350 000 €,1 549 €,No,,,1987,,3,,,Yes,,2,,Fuel oil,,,3,Yes,Yes,,,Yes,244 kWh/m²/year,,25/09/2035,"No, certificate does not comply",No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8500/kortrijk/rbu64446,8500,kortrijk,RBU64446,1 490 000 €,2 850 €,No,,No,1974,On contract,5,835 m²,No,Yes,2,3,3,Fuel oil,Yes,South-east,4,Yes,Yes,2350 m²,,Yes,192 kWh/m²/year,,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8587/spiere-helkijn/rbu64447,8587,spiere-helkijn,RBU64447,365 000 €,692 €,No,Normal,No,2020,On contract,3,203 m²,No,Yes,1,1,2,Gas,No,South-west,2,Yes,Yes,322 m²,,Yes,34 kWh/m²/year,14100815,08/10/2029,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8511/aalbeke/rbu64444,8511,aalbeke,RBU64444,845 000 €,2 135 €,No,,No,2017,On contract,4,448 m²,No,Yes,1,2,2,Gas,No,South-west,4,Yes,Yes,1190 m²,Yes,Yes,95 kWh/m²/year,20251015-0003709532-RES-1,08/10/2029,No certificate,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8553/otegem/rbu64448,8553,otegem,RBU64448,975 000 €,,No,,No,,,4,461 m²,No,Yes,3,2,2,Not specified,No,,,Yes,No,10000 m²,,,546 kWh/m²/year,3387287,,No certificate,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8710/ooigem/rbu64458,8710,ooigem,RBU64458,1 750 000 €,1 919 €,No,,No,2013,Negotiable,5,480 m²,No,Yes,3,2,4,Not specified,No,South-east,4,Yes,Yes,2413 m²,,Yes,198 kWh/m²/year,,,Not applicable,No,,no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8770/ingelmunster/rbu64459,8770,ingelmunster,RBU64459,595 000 €,1 094 €,No,,No,2012,On contract,3,284 m²,No,Yes,2,2,4,,No,South-west,3,Yes,Yes,954 m²,,,121 kWh/m²/year,0003473992,,"yes, certificate in accordance",No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/villa/for-sale/8501/heule/rbu64461,8501,heule,RBU64461,700 000 €,,No,Normal,No,1983,On contract,4,304 m²,No,Yes,2,1,2,Fuel oil,No,South-west,4,Yes,Yes,1097 m²,Yes,Yes,294 kWh/m²/year,3719938-RES-1,28/10/2035,Not applicable,No,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/3583/paal/rbu64471,3583,paal,RBU64471,439 000 €,738 €,No,Excellent,No,2006,,3,150 m²,,Yes,,1,2,Gas,,,4,Yes,Yes,695 m²,Yes,Yes,211 kWh/m²/year,20251008-0003704881-RES-1,,"yes, certificate in accordance",,Area info not available,no flooding area,(information not available)
https://immovlan.be/en/detail/master-house/for-sale/1050/elsene/rbu64491,1050,elsene,RBU64491,1 100 000 €,,No,,,,,6,,No,,,,,,,,,No,No,,No,No,261 kWh/m²/year,20250408,,Not applicable,,,(information not available),(information not available)
https://immovlan.be/en/detail/residence/for-sale/1851/humbeek/rbu64474,1851,humbeek,RBU64474,375 000 €,,No,,No,,,4,157 m²,,,,1,2,Gas,,,4,Yes,No,520 m²,Yes,Yes,468 kWh/m²/year,20251101-0003723802-RES-1,,"No, certificate does not comply",Yes,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/8830/hooglede/rbu64571,8830,hooglede,RBU64571,469 000 €,1 €,No,Excellent,No,,,3,189 m²,,Yes,1,1,2,Gas,,,4,Yes,Yes,330 m²,Yes,Yes,214 kWh/m²/year,20240505-0003237010-RES-1,,"yes, certificate in accordance",,"Residential zone (residential, urban)",no flooding area,(information not available)
https://immovlan.be/en/detail/residence/for-sale/1370/jodoigne/vbd48321,1370,jodoigne,VBD48321,675 000 €,1 926 €,No,Normal,No,1900,On contract,6,390 m²,No,Yes,,1,4,Gas,No,,2,Yes,Yes,868 m²,Yes,Yes,230 kWh/m²/year,,17/04/2035,"yes, certificate in accordance",No,,no flooding area,(information not available)
